Pos,No.,Name,Team,Gender,Class,Time,Behind,Hardtail,eBike,S1: Rockshox Point n Shoot,,,S2: Peatys Castle,,,S3: Camelbak Grand Canyon,,,S4: Exposure Booze Cruise,,,S5: Fox Moor Line,,,S6: Topeak Rake n Ride,,,S7: Maxxis Thistle Hill,,,Bonus,Penalty Details
n/c,766,Jack Whitworth,,M,Enduro | Senior Male (18-29),33:59.7,,,E,05:58.0,n/c,,06:07.4,n/c,,04:02.6,n/c,,04:58.8,n/c,,03:06.1,n/c,,03:04.0,n/c,,06:42.8,n/c,,,
824th,600,Tom French,ZZ Bottom,M,Enduro | Master Male (30-39),34:12.2,+15:31.66,,,04:52.6,726th,+1:47.40,05:22.8,759th,+2:15.19,03:40.6,809th,+1:35.50,04:31.8,762nd,+1:32.30,02:40.5,616th,+0:37.29,02:43.2,574th=,+0:36.80,10:20.7,885th,+7:11.71,,
825th,1135,Simon Croft,,M,Enduro | Grand Vet Male (50+),34:14.0,+15:33.43,,,05:17.5,824th,+2:12.25,06:32.2,865th,+3:24.59,03:58.4,860th,+1:53.30,05:18.0,860th,+2:18.55,03:24.6,869th,+1:21.35,03:23.8,868th,+1:17.46,06:19.5,833rd,+3:10.46,,
826th,976,Roger Nicholas Cope,2am Beer Club,M,Enduro | Master Male (30-39),34:27.5,+15:46.95,,,05:02.9,776th,+1:57.65,05:22.0,755th,+2:14.30,03:37.9,802nd,+1:32.81,04:44.7,803rd,+1:45.30,03:08.3,846th,+1:05.06,03:16.0,852nd,+1:09.61,09:15.8,881st,+6:06.75,,
827th,710,James Ball,GNFR,M,Enduro | Master Male (30-39),34:30.3,+15:49.70,,,05:22.1,841st,+2:16.81,06:28.4,859th,+3:20.69,04:05.6,872nd,+2:00.50,04:59.1,836th,+1:59.70,03:04.3,830th,+1:01.04,03:23.7,867th,+1:17.30,07:07.2,858th,+3:58.19,,
828th,1017,Graham Harris,Special Branch,M,Enduro | Master Male (30-39),34:31.3,+15:50.68,,,05:48.1,897th,+2:42.85,06:15.5,849th,+3:07.84,03:46.8,837th,+1:41.65,05:03.7,843rd=,+2:04.21,03:16.0,862nd,+1:12.71,03:06.9,830th,+1:00.55,07:14.4,862nd,+4:05.40,,
829th,249,Adam Deas,For Jesus,M,Enduro | Veteran Male (40-49),34:31.5,+15:50.96,,,06:11.8,914th,+3:06.59,06:54.3,880th,+3:46.64,03:56.4,854th,+1:51.35,04:54.5,823rd,+1:55.05,03:04.5,831st,+1:01.25,03:12.6,847th,+1:06.30,06:17.3,832nd,+3:08.31,,
830th,369,Chris Sangster,Treads,M,Enduro | Veteran Male (40-49),34:40.2,+15:59.58,,,06:54.4,935th,+3:49.15,06:56.9,882nd,+3:49.25,03:55.8,851st,+1:50.71,05:18.0,861st,+2:18.59,03:09.7,850th,+1:06.46,03:09.1,838th,+1:02.70,05:16.2,775th,+2:07.25,,
831st,396,Domenico Lazzaro,,M,Enduro | Senior Male (18-29),34:41.6,+16:00.99,,,05:32.5,871st,+2:27.26,05:51.3,824th,+2:43.63,03:42.7,822nd,+1:37.61,05:09.2,850th,+2:09.76,04:19.6,883rd,+2:16.35,03:07.6,835th,+1:01.21,06:58.7,854th,+3:49.70,,
832nd,395,Darren Buckett,Renegades,M,Enduro | Grand Vet Male (50+),34:43.2,+16:02.61,,,05:27.2,851st,+2:22.00,07:04.6,884th,+3:56.89,04:53.7,892nd,+2:48.65,05:24.7,863rd,+2:25.30,02:59.4,808th=,+0:56.15,03:07.1,833rd,+1:00.80,05:46.4,810th,+2:37.35,,
833rd,488,Allen Waite,BicycleRepairManHighPeak,M,Enduro | Master Male (30-39),34:48.2,+16:07.65,,,06:45.8,932nd,+3:40.51,05:52.4,826th,+2:44.69,03:23.2,741st=,+1:18.10,04:34.3,773rd,+1:34.84,02:52.1,770th,+0:48.90,03:00.3,794th,+0:53.94,08:20.2,873rd,+5:11.20,,
834th,736,Kevin Davies,Greentyre21,M,Enduro | Veteran Male (40-49),34:48.7,+16:08.07,,,05:24.2,842nd,+2:18.91,07:39.6,893rd,+4:31.94,03:59.0,862nd,+1:53.90,04:50.4,812th,+1:50.95,02:46.0,711th,+0:42.79,02:46.8,647th,+0:40.40,07:22.7,863rd,+4:13.71,,
835th,1016,Jonothon Clarke,Special Branch,M,Enduro | Master Male (30-39),34:49.2,+16:08.60,,,05:37.5,875th,+2:32.21,06:51.9,877th,+3:44.19,03:49.6,843rd,+1:44.51,05:03.7,843rd=,+2:04.21,03:15.9,861st,+1:12.65,03:01.7,802nd,+0:55.35,07:09.0,859th,+4:00.01,,
836th,832,Amy Martin,Midpack Mafia,F,Enduro | Veteran Female(40-49),35:08.6,+16:28.05,,,05:43.8,887th,+2:38.54,06:30.2,861st,+3:22.49,04:17.9,877th,+2:12.80,05:32.7,868th,+2:33.24,03:12.6,854th,+1:09.40,03:16.5,854th,+1:10.15,06:35.0,843rd,+3:25.96,,
837th,1117,Michael Lawson,Two Wheeled All Terrain Society,M,Enduro | Veteran Male (40-49),35:12.3,+16:31.70,,,05:25.8,847th,+2:20.56,06:00.9,836th,+2:53.28,03:54.5,848th,+1:49.40,05:14.4,854th,+2:14.99,03:17.5,863rd,+1:14.25,03:26.6,871st,+1:20.21,07:52.5,869th,+4:43.54,,
838th,271,Jack Welson,RAF Gravity Team,M,Enduro | Senior Male (18-29),35:14.3,+16:33.72,,,03:58.0,224th=,+0:52.75,03:52.6,161st,+0:44.99,02:36.1,190th,+0:31.00,16:16.5,888th,+13:17.04,02:23.8,211th=,+0:20.56,02:24.6,138th,+0:18.25,03:42.7,190th=,+0:33.66,,
839th,1011,Kai Ashbee,Sprockettes,F,Enduro | Veteran Female(40-49),35:26.8,+16:46.22,,,07:01.6,937th,+3:56.36,06:20.6,854th,+3:12.99,03:56.1,853rd,+1:50.96,04:53.4,822nd,+1:54.00,03:15.3,857th,+1:12.04,03:18.9,860th,+1:12.50,06:40.9,849th,+3:31.90,,
840th,332,Mollie Leverton,Swaledale Winton,F,Enduro | Veteran Female(40-49),35:34.2,+16:53.57,,,06:33.0,925th,+3:27.75,07:59.4,902nd,+4:51.69,03:57.4,858th,+1:52.30,05:10.5,851st,+2:11.09,03:04.8,832nd,+1:01.54,03:03.1,810th,+0:56.79,05:45.9,809th,+2:36.94,,
n/c,568,Carl Hodgson,NDH,M,Enduro | Master Male (30-39),35:34.2,,,E,07:54.4,n/c,,07:46.9,n/c,,03:26.4,n/c,,04:55.5,n/c,,03:00.8,n/c,,03:00.2,n/c,,05:30.1,n/c,,,
841st,596,David Whild,Endura Staff,M,Enduro | Veteran Male (40-49),35:43.5,+17:02.96,,,06:43.6,931st,+3:38.35,07:26.0,891st,+4:18.38,03:35.2,795th,+1:30.10,04:44.6,801st,+1:45.11,03:19.7,864th,+1:16.46,03:14.9,850th,+1:08.55,06:39.5,848th,+3:30.54,,
842nd,411,Kevin Harley-Roberts,Three Hulats Factory Racing,M,Enduro | Grand Vet Male (50+),35:45.9,+17:05.30,,,07:36.8,945th,+4:31.56,06:40.0,872nd,+3:32.29,04:47.6,888th,+2:42.54,05:17.8,859th,+2:18.40,03:02.8,820th=,+0:59.50,03:04.0,817th,+0:57.60,05:16.9,777th,+2:07.94,,
843rd,1018,Alex Beale,Special Branch,M,Enduro | Master Male (30-39),36:06.4,+17:25.77,,,05:38.9,877th,+2:33.60,08:09.6,906th,+5:01.90,03:50.5,844th,+1:45.36,05:01.8,839th,+2:02.35,03:12.0,852nd,+1:08.80,03:03.6,812th,+0:57.25,07:10.0,860th,+4:01.04,,
844th,657,Stuart Sampson,Miltech MTB,M,Enduro | Veteran Male (40-49),36:28.3,+17:47.73,,,05:44.9,890th,+2:39.65,06:25.6,857th,+3:17.94,03:39.4,805th,+1:34.34,05:04.3,846th,+2:04.80,03:13.5,855th,+1:10.29,03:20.8,862nd,+1:14.45,08:59.8,879th,+5:50.79,,
845th,747,Renee Diwell,DC Cycles,F,Enduro | Grand Vet Female(50+),36:33.3,+17:52.72,,,07:05.1,939th,+3:59.85,07:06.0,885th,+3:58.34,03:41.8,819th,+1:36.75,04:47.3,808th,+1:47.90,03:04.9,833rd,+1:01.65,03:08.0,836th=,+1:01.65,07:40.1,866th,+4:31.11,,
n/c,400,Matthew Bazzard,#endurochoded,M,Enduro | Veteran Male (40-49),36:48.2,,,E,07:58.1,n/c,,07:29.7,n/c,,03:29.6,n/c,,05:05.5,n/c,,02:49.9,n/c,,03:00.8,n/c,,06:54.7,n/c,,,
846th,577,Oliver Mcguinness,DVATC,M,Enduro | Veteran Male (40-49),37:01.9,+18:21.34,,,07:03.7,938th,+3:58.40,07:25.3,890th,+4:17.59,03:56.9,856th,+1:51.80,06:04.6,880th,+3:05.19,03:23.2,867th,+1:19.95,03:19.4,861st,+1:13.05,05:48.9,812th,+2:39.89,,
847th,782,Pasco Warner,,M,Enduro | Veteran Male (40-49),37:25.4,+18:44.82,,,06:24.6,918th,+3:19.34,06:43.6,874th,+3:35.90,03:50.7,845th,+1:45.59,05:30.9,866th,+2:31.46,03:07.9,843rd,+1:04.61,03:23.4,865th,+1:17.10,08:24.4,874th,+5:15.35,,
848th,1113,Pauline Moore,Trailbirds,F,Enduro | Grand Vet Female(50+),37:27.1,+18:46.48,,,06:26.9,919th=,+3:21.60,06:48.6,875th,+3:40.89,04:33.3,884th,+2:28.15,05:31.9,867th,+2:32.45,03:30.1,875th,+1:26.81,03:35.1,878th,+1:28.76,07:01.4,856th,+3:52.35,,
849th,264,Angie Hohenwarter,Propain Bikes - SRAM,F,Enduro | Master Female (30-39),37:28.0,+18:47.39,,,04:37.7,608th,+1:32.45,16:28.8,933rd,+13:21.09,02:59.1,519th,+0:54.00,04:03.2,522nd,+1:03.80,02:35.5,497th,+0:32.21,02:39.3,484th=,+0:32.96,04:04.4,405th,+0:55.41,,
850th,1012,Sonia Robins,Sprockettes,F,Enduro | Veteran Female(40-49),37:50.1,+19:09.54,,,06:56.2,936th,+3:50.95,08:47.0,914th,+5:39.29,04:06.3,873rd,+2:01.25,04:56.8,827th,+1:57.34,03:24.2,868th,+1:20.94,03:09.4,841st,+1:03.09,06:30.2,841st,+3:21.21,,
851st,940,Bryony Paul,,F,Enduro | Master Female (30-39),37:50.3,+19:09.67,,,05:11.1,808th,+2:05.90,06:37.7,870th,+3:30.04,03:20.6,726th,+1:15.49,04:53.4,821st,+1:53.99,03:06.4,837th,+1:03.15,03:07.4,834th,+1:01.09,11:33.5,887th,+8:24.54,,
852nd,659,Nicholas Sellors-Duval,Miltech MTB,M,Enduro | Veteran Male (40-49),38:03.1,+19:22.51,,,05:44.6,889th,+2:39.36,07:06.5,886th,+3:58.80,03:56.7,855th,+1:51.55,05:15.0,856th,+2:15.51,03:20.8,865th,+1:17.55,03:21.6,863rd,+1:15.21,09:18.1,882nd,+6:09.06,,
853rd,877,Simon Abbey,Just Get Round,M,Enduro | Grand Vet Male (50+),38:10.7,+19:30.15,,,06:38.4,928th,+3:33.19,07:56.4,899th,+4:48.69,03:47.1,838th,+1:42.05,05:11.7,853rd,+2:12.30,03:08.4,848th,+1:05.15,03:17.5,859th,+1:11.15,08:11.2,872nd,+5:02.15,,
854th,1051,Dan Mcguigan,ACU,M,Enduro | Veteran Male (40-49),38:12.7,+19:32.09,,,06:40.9,930th,+3:35.61,09:37.9,919th,+6:30.29,04:25.3,880th,+2:20.25,05:27.8,864th,+2:28.31,03:06.8,839th,+1:03.51,03:11.7,845th,+1:05.35,05:42.3,807th,+2:33.30,,
855th,760,Jonathan Kelly,Hungry Lads,M,Enduro | Master Male (30-39),38:22.1,+19:41.49,,,05:41.8,884th,+2:36.56,08:19.0,909th,+5:11.34,04:04.2,870th,+1:59.11,05:03.5,842nd,+2:04.05,03:15.9,859th,+1:12.60,03:31.1,875th,+1:24.75,08:26.6,875th,+5:17.61,,
856th,977,Justin Robins,Team Bobbins,M,Enduro | Veteran Male (40-49),38:29.3,+19:48.71,,,06:54.0,934th,+3:48.75,08:22.4,910th,+5:14.69,04:29.6,882nd,+2:24.50,05:15.1,857th,+2:15.65,03:24.9,871st,+1:21.65,03:16.0,853rd,+1:09.65,06:47.4,851st,+3:38.35,,
857th,1137,Harry Bursey,,M,Enduro | Grand Vet Male (50+),38:40.1,+19:59.52,,,05:41.3,883rd,+2:36.06,08:52.3,915th,+5:44.64,04:38.3,885th,+2:33.16,05:42.9,874th,+2:43.50,03:40.5,880th,+1:37.25,03:38.4,879th,+1:32.09,06:26.4,839th,+3:17.35,,
858th,952,Gosia Adamska,Rad Farts,F,Enduro | Veteran Female(40-49),38:43.1,+20:02.53,,,06:00.7,910th,+2:55.45,08:06.3,905th,+4:58.59,03:43.3,825th,+1:38.19,04:58.8,833rd,+1:59.34,03:22.4,866th,+1:19.20,03:23.6,866th,+1:17.25,09:08.0,880th,+5:59.04,,
859th,759,Joseph Giez,Hungry Lads,M,Enduro | Master Male (30-39),39:09.9,+20:29.36,,,05:40.9,880th,+2:35.69,08:11.5,907th,+5:03.79,04:05.4,871st,+2:00.29,05:30.2,865th,+2:30.71,03:38.5,879th,+1:35.30,03:34.3,877th,+1:27.91,08:29.2,876th,+5:20.20,,
860th,1020,Pau Wong,Steezy Collective,F,Enduro | Veteran Female(40-49),39:18.7,+20:38.08,,,07:36.9,946th,+4:31.64,06:53.7,879th,+3:46.04,04:27.9,881st,+2:22.76,05:39.5,871st,+2:40.09,03:25.6,874th,+1:22.35,03:24.4,869th,+1:18.09,07:50.6,868th,+4:41.64,,
861st,767,Jack Parker,,M,Enduro | Master Male (30-39),39:32.7,+20:52.10,,,05:47.4,895th,+2:42.19,07:25.2,889th,+4:17.55,05:05.9,893rd,+3:00.79,05:59.4,879th,+2:59.91,03:15.4,858th,+1:12.19,03:53.8,882nd,+1:47.44,08:05.6,871st,+4:56.56,,
n/c,335,Steffan Jones,MT3 Cycles,M,Enduro | Veteran Male (40-49),40:16.8,,,E,05:58.3,n/c,,05:54.0,n/c,,03:50.7,n/c,,04:56.7,n/c,,03:03.7,n/c,,03:05.7,n/c,,13:27.8,n/c,,,
862nd,322,Jason Raw,Slobs,M,Enduro | Master Male (30-39),40:23.5,+21:42.95,,,04:09.5,328th,+1:04.29,04:35.6,488th,+1:27.90,02:49.8,397th,+0:44.70,04:00.3,492nd,+1:00.89,02:35.0,488th,+0:31.80,18:18.0,884th,+16:11.65,03:55.2,317th,+0:46.25,,
863rd,344,Alice Hughes,,F,Enduro | Master Female (30-39),40:29.1,+21:48.48,,,08:08.7,950th,+5:03.41,09:06.5,916th,+5:58.80,04:21.0,878th,+2:15.90,06:10.6,883rd,+3:11.16,03:07.6,841st,+1:04.34,03:09.4,840th,+1:03.05,06:25.4,837th,+3:16.35,,
864th,475,Dylan Wilkes,BackChegMafia,M,Enduro | Senior Male (18-29),41:11.1,+22:30.47,,,04:07.5,310th,+1:02.25,21:17.3,934th,+18:09.63,02:46.2,337th,+0:41.11,03:49.9,351st,+0:50.46,02:35.3,493rd=,+0:32.05,02:49.7,697th=,+0:43.35,03:45.2,220th,+0:36.15,,
865th,445,Ryan Johnson,Alpine Addiction,M,Enduro | Master Male (30-39),41:39.8,+22:59.16,,,07:48.0,948th,+4:42.75,07:58.3,900th,+4:50.68,04:39.0,886th,+2:33.95,05:34.4,869th,+2:34.95,03:36.4,878th,+1:33.10,03:07.0,831st,+1:00.65,08:56.6,878th,+5:47.61,,
866th,1010,Caroline Mulligan,Sprockettes,F,Enduro | Veteran Female(40-49),42:43.8,+24:03.19,,,07:13.1,942nd,+4:07.86,09:40.5,920th,+6:32.84,05:09.6,895th,+3:04.54,05:52.8,876th,+2:53.34,03:25.4,873rd,+1:22.15,03:27.6,872nd,+1:21.30,07:54.7,870th,+4:45.69,,
867th,559,Aaron Phethean,,M,Enduro | Veteran Male (40-49),42:51.2,+24:10.65,,,04:33.9,576th=,+1:28.60,05:10.2,721st,+2:02.59,03:01.7,549th,+0:56.59,03:59.8,485th,+1:00.35,18:37.1,887th,+16:33.85,02:48.2,679th,+0:41.86,04:40.3,673rd,+1:31.34,,
868th,368,David Muddiman,Treads,M,Enduro | Grand Vet Male (50+),44:06.1,+25:25.49,,,04:38.9,618th,+1:33.66,23:46.3,936th,+20:38.65,02:51.9,423rd,+0:46.80,03:57.2,446th,+0:57.71,02:30.9,395th,+0:27.65,02:31.2,288th=,+0:24.86,03:49.7,266th,+0:40.69,,
869th,646,Zach Humphrey,Black Bikes,M,Enduro | Senior Male (18-29),44:11.4,+25:30.77,,,04:42.4,652nd,+1:37.19,09:54.7,921st,+6:47.04,07:44.3,904th,+5:39.21,05:40.5,872nd,+2:41.09,02:56.9,800th,+0:53.61,02:53.8,744th,+0:47.50,10:18.7,884th,+7:09.66,,
870th,632,Lee Sampson,Fish & Chips,M,Enduro | Master Male (30-39),44:36.0,+25:55.42,,,03:51.7,161st,+0:46.44,23:13.8,935th,+20:06.13,05:51.3,896th,+3:46.21,03:26.9,95th,+0:27.46,02:19.7,131st=,+0:16.40,02:26.0,166th,+0:19.65,03:26.7,58th,+0:17.66,,
871st,575,Mark Curphey,Flow Cycles,M,Enduro | Master Male (30-39),45:49.6,+27:09.05,,,17:56.5,958th,+14:51.25,05:50.3,822nd,+2:42.60,03:57.8,859th,+1:52.75,04:31.9,763rd,+1:32.50,02:48.8,746th,+0:45.60,02:55.8,763rd,+0:49.44,07:48.4,867th,+4:39.44,,
872nd,942,Liz Prokopowicz,Power 1,F,Enduro | Veteran Female(40-49),47:29.9,+28:49.27,,,08:04.0,949th,+4:58.75,11:41.0,927th,+8:33.34,04:32.1,883rd,+2:26.95,06:24.5,885th,+3:25.09,03:24.6,870th,+1:21.36,03:31.0,874th,+1:24.61,09:52.7,883rd,+6:43.70,,
873rd,182,Paul Hayward,Dawley Bikes,M,Enduro | Master Male (30-39),49:00.9,+30:20.28,,,04:43.5,662nd,+1:38.30,05:00.2,671st=,+1:52.49,04:22.7,879th,+2:17.61,04:04.1,534th=,+1:04.65,24:01.3,888th,+21:58.05,02:40.1,503rd,+0:33.75,04:09.0,449th,+0:59.96,,
874th,572,Scott Stanworth,Flow Cycles,M,Enduro | Master Male (30-39),50:12.7,+31:32.11,,,05:37.5,876th,+2:32.25,24:49.9,937th,+21:42.25,03:55.9,852nd,+1:50.81,04:53.2,819th=,+1:53.75,02:46.2,714th=,+0:42.91,02:50.3,704th,+0:43.91,05:19.8,783rd,+2:10.76,,
875th,694,Gary Moran,,M,Enduro | Senior Male (18-29),50:40.6,+32:00.01,,,05:45.9,893rd,+2:40.60,04:41.2,534th,+1:33.55,03:13.7,678th,+1:08.65,25:32.6,890th,+22:33.19,02:36.7,524th,+0:33.50,02:38.7,469th,+0:32.30,06:11.8,829th,+3:02.75,,
876th,895,David Bates,Eyes on Pies,M,Enduro | Grand Vet Male (50+),54:05.3,+35:24.72,,,08:13.2,951st,+5:07.91,11:34.7,925th,+8:27.03,07:38.9,903rd,+5:33.80,07:49.3,886th,+4:49.90,04:01.1,882nd,+1:57.85,03:49.2,881st,+1:42.85,10:58.9,886th,+7:49.91,,
,883,Matt Bromilow,Northern Collective,M,Enduro | Grand Vet Male (50+),DNF,,,,04:51.7,719th,+1:46.50,,,,,,,,,,,,,02:43.4,580th,+0:37.01,04:06.2,419th,+0:57.19,,
,618,Joseph Coulson,Fanylion Racing,M,Enduro | Senior Male (18-29),DNF,,,E,04:11.1,n/c,,04:20.4,n/c,,02:44.0,n/c,,03:32.7,n/c,,02:26.9,n/c,,,,,04:18.5,n/c,,,
,926,Owen Hodgson,50-01,M,Enduro | Senior Male (18-29),DNF,,,,04:11.8,352nd,+1:06.60,04:25.4,412th,+1:17.78,,,,03:54.2,403rd=,+0:54.75,02:43.3,669th,+0:40.00,,,,04:31.3,620th=,+1:22.35,,
,991,Sam Campbell,Sleddale Senders,M,Enduro | Senior Male (18-29),DNF,,,,04:55.7,742nd=,+1:50.50,05:17.9,744th,+2:10.23,03:35.9,798th,+1:30.76,04:44.7,802nd,+1:45.21,02:43.8,676th=,+0:40.55,,,,04:42.5,690th,+1:33.50,,
,1029,Owen Williams,SWB,M,Enduro | Veteran Male (40-49),DNF,,,,05:27.5,853rd,+2:22.26,06:19.6,853rd,+3:11.98,,,,,,,03:03.9,829th,+1:00.66,03:06.9,829th,+1:00.54,04:51.3,717th,+1:42.35,,
,384,Nigel Madigan,,M,Enduro | Grand Vet Male (50+),DNF,,,,06:33.1,926th,+3:27.85,06:16.9,851st,+3:09.19,,,,05:10.6,852nd,+2:11.10,03:02.9,822nd,+0:59.61,,,,05:16.8,776th,+2:07.80,,
,754,Gavin Williams,Hopethegoatsmokes,M,Enduro | Veteran Male (40-49),DNF,,,,05:14.4,816th,+2:09.11,05:43.2,810th,+2:35.54,,,,04:29.4,749th,+1:29.99,02:51.4,767th,+0:48.15,02:54.3,747th=,+0:47.90,05:30.5,795th,+2:21.50,,
,829,Kevin Jones,Midpack Mafia,M,Enduro | Master Male (30-39),DNF,,,,06:13.4,915th,+3:08.14,05:02.5,684th,+1:54.84,,,,04:25.4,725th,+1:25.91,02:41.7,639th=,+0:38.44,03:02.5,806th=,+0:56.15,05:33.7,801st,+2:24.71,,
,403,Matthew Schofield,Wooldale Wobblers,M,Enduro | Veteran Male (40-49),DNF,,,,,,,,,,03:31.6,781st=,+1:26.51,04:47.8,809th,+1:48.30,03:02.8,820th=,+0:59.50,03:04.0,818th,+0:57.66,05:52.7,814th,+2:43.70,,
,1149,Dan Brown,WOMOIW,M,Enduro | Master Male (30-39),DNF,,,,05:17.6,825th,+2:12.35,,,,04:40.0,887th,+2:34.90,05:36.8,870th,+2:37.34,03:33.7,877th,+1:30.45,03:15.2,851st,+1:08.86,07:37.4,865th,+4:28.36,,
,804,Joseph Cullen,Loam Serpents,M,Enduro | Senior Male (18-29),DNF,,,,04:07.1,305th=,+1:01.90,04:00.8,215th,+0:53.18,02:56.7,481st=,+0:51.65,25:17.2,889th,+22:17.70,02:37.6,543rd,+0:34.35,,,,,,,,
,684,David Thompson,Forest Chumps,M,Enduro | Veteran Male (40-49),DNF,,,,04:21.8,462nd,+1:16.54,04:45.1,565th,+1:37.49,03:01.3,543rd,+0:56.24,03:59.8,486th,+1:00.36,02:42.7,657th,+0:39.46,,,,,,,,
,913,Elliott Heap,Nukeproof Sram Factory Racing,M,Enduro | Senior Male (18-29),DNF,,,,03:05.2,1st,,03:21.4,16th,+0:13.73,02:11.4,3rd,+0:06.26,03:08.1,9th,+0:08.60,,,,,,,,,,,
,593,Ryan Filer,Endo Racing,M,Enduro | Veteran Male (40-49),DNF,,,,04:22.1,465th,+1:16.86,04:37.2,496th,+1:29.49,03:07.3,611th,+1:02.25,04:06.7,567th=,+1:07.26,,,,,,,,,,,
,1097,Callam Pearson,The Aardcocks,M,Enduro | Master Male (30-39),DNF,,,,05:25.5,845th=,+2:20.25,05:32.9,794th,+2:25.24,06:08.8,899th,+4:03.70,05:16.8,858th,+2:17.39,,,,,,,,,,,
,1094,Ben Houlden,The Aardcocks,M,Enduro | Senior Male (18-29),DNF,,,,05:29.6,866th,+2:24.40,05:15.3,732nd,+2:07.65,03:42.0,820th,+1:36.85,05:18.6,862nd,+2:19.15,,,,,,,,,,,
,362,Will Mellor,Team Tom,M,Enduro | Veteran Male (40-49),DNF,,,,04:03.9,280th,+0:58.70,04:17.6,352nd,+1:09.94,02:35.6,182nd,+0:30.46,,,,,,,,,,,,,,
,1073,Matthew Shepherd,Team TDrinking,M,Enduro | Master Male (30-39),DNF,,,,04:15.9,396th,+1:10.61,04:05.7,245th,+0:58.09,02:53.2,440th=,+0:48.15,,,,,,,,,,,,,,
,579,Mason Winfield,DVATC,M,Enduro | Grand Vet Male (50+),DNF,,,,07:28.7,943rd,+4:23.41,04:56.6,652nd,+1:48.94,03:11.2,658th,+1:06.09,,,,,,,,,,,,,,
,439,George Wilding,All the gear no idea,M,Enduro | Senior Male (18-29),DNF,,,E,05:21.1,n/c,,05:25.6,n/c,,03:27.0,n/c,,,,,,,,,,,,,,,
,854,Andy Stiles,MTB Support Bubble,M,Enduro | Grand Vet Male (50+),DNF,,,,04:54.0,733rd,+1:48.75,05:25.0,768th,+2:17.39,03:30.2,771st,+1:25.11,,,,,,,,,,,,,,
,615,Chris Potts,Fanylion Racing,M,Enduro | Veteran Male (40-49),DNF,,H,,04:57.3,751st,+1:52.10,05:32.8,793rd,+2:25.09,03:30.2,772nd,+1:25.15,,,,,,,,,,,,,,
,848,Mark Staples,MTB Progression,M,Enduro | Grand Vet Male (50+),DNF,,,,05:52.9,905th,+2:47.64,05:46.0,816th,+2:38.38,03:31.5,780th,+1:26.40,,,,,,,,,,,,,,
,121,Ryan Flyng-Jones,Nobody Gets Left Behind,M,Enduro | Master Male (30-39),DNF,,,,03:45.9,119th,+0:40.69,04:00.5,214th,+0:52.88,03:37.0,800th,+1:31.94,,,,,,,,,,,,,,
,1119,Scott Ervine,,M,Enduro | Master Male (30-39),DNF,,,,04:47.9,689th,+1:42.61,05:17.1,740th,+2:09.39,03:44.8,830th,+1:39.75,,,,,,,,,,,,,,
,617,Lee Jackson,Fanylion Racing,M,Enduro | Veteran Male (40-49),DNF,,,,05:56.5,908th,+2:51.25,08:31.4,912th,+5:23.70,03:45.7,832nd,+1:40.61,,,,,,,,,,,,,,
,278,Ben Calley,RorysBalls,M,Enduro | Master Male (30-39),DNF,,,,06:29.5,922nd,+3:24.25,06:34.2,867th,+3:26.53,03:46.3,834th,+1:41.19,,,,,,,,,,,,,,
,881,Nathan Jones,Northern Collective,M,Enduro | Grand Vet Male (50+),DNF,,,,04:58.1,758th,+1:52.90,05:22.7,757th,+2:15.04,03:49.1,842nd,+1:44.05,,,,,,,,,,,,,,
,884,Paul Leather,Northern Collective,M,Enduro | Veteran Male (40-49),DNF,,,,04:54.6,735th,+1:49.39,05:07.2,707th,+1:59.54,03:56.9,857th,+1:51.84,,,,,,,,,,,,,,
,682,Sarah Budge,Forest Chumps,F,Enduro | Senior Female (18-29),DNF,,,,05:28.8,862nd,+2:23.55,07:28.1,892nd,+4:20.40,04:00.4,863rd,+1:55.30,,,,,,,,,,,,,,
,450,Nick Crane,Anonymous Beavers,M,Enduro | Veteran Male (40-49),DNF,,,,05:33.4,872nd,+2:28.20,07:44.7,896th,+4:37.04,04:49.4,889th,+2:44.25,,,,,,,,,,,,,,
,1129,Nick Saffer,Beard,M,Enduro | Veteran Male (40-49),DNF,,,,06:28.5,921st,+3:23.20,06:43.1,873rd,+3:35.45,04:51.0,890th,+2:45.86,,,,,,,,,,,,,,
,1138,Martin Cheung,,M,Enduro | Master Male (30-39),DNF,,,,04:39.2,623rd,+1:33.99,05:48.2,819th,+2:40.49,04:52.8,891st,+2:47.70,,,,,,,,,,,,,,
,1122,Daniel Collinson,,M,Enduro | Master Male (30-39),DNF,,,,05:27.2,850th,+2:21.94,06:54.4,881st,+3:46.69,05:07.3,894th,+3:02.25,,,,,,,,,,,,,,
,971,Alan Sherwood,RedSky Riders,M,Enduro | Veteran Male (40-49),DNF,,,E,04:48.6,n/c,,06:00.6,n/c,,05:19.9,n/c,,,,,,,,,,,,,,,
,885,Owen Marks,Northern Collective,M,Enduro | Grand Vet Male (50+),DNF,,,,06:47.8,933rd,+3:42.50,12:35.0,930th,+9:27.30,06:30.9,902nd,+4:25.76,,,,,,,,,,,,,,
,824,Jamie Gilbert,Midpack Mafia,M,Enduro | Senior Male (18-29),DNF,,,,04:03.1,268th,+0:57.90,04:05.4,242nd,+0:57.78,11:32.7,906th,+9:27.55,,,,,,,,,,,,,,
,2571,Andrew Foster,Alpine Addiction,M,Enduro | Veteran Male (40-49),DNF,,,,10:06.7,955th,+7:01.40,13:02.0,931st,+9:54.34,13:34.2,907th,+11:29.15,,,,,,,,,,,,,,
